BARCODE	BRAND	DESCRIP	TYPE	SIZE	PRICE_C	QTY_ON_HND
MACHETE	ORIN SWIFT MACHETE	RED BLEND	WINE-CAL RED BLEND	750ml	62.09	
08342032532	GIBSON MADEIRA	COOKING WINE	WINE-SPAIN	750ml	9.19	3
8.43701E+11	MONTE LA REINA	CRIANZA	WINE-SPAIN	750ml	21.84	
8.43701E+12	MONTE LA REINA	CRIANZA	WINE-SPAIN	750ml	21.84	
60617920260	FANTINEL	PROSECCO	SPARK WINE-IMPORTED	750ml	18.39	
85989900447	CILLAR DE SILOS	CRIANZA	WINE-SPAIN	750ml	28.74	
05149705314	CILLAR DE SILOS	CRIANZA	WINE-SPAIN	750ml	28.74	
08807618117	BUCHANAN'S	12 YEARS	WHIS-SCOTCH	200ml	12.64	29
08807618069	CIROC	MANGO	VODKA-IMPORTED	750ML	32.19	5
03938300981	BUBBA'S	SPICE LIQUOR	LIQUOR-MISC	750ml	22.99	6
6.30328E+11	LUKSUSOWA	POTATO VODKA	VODKA-IMPORTED	750ml	17.24	
63032800037	LUKSUSOWA	POTATO VODKA	VODKA-IMPORTED	750ml	17.24	
6.30328E+11	LUKSUSOWA	POTATO VODKA	VODKA-IMPORTED	1.75L	28.74	
63032800039	LUKSUSOWA	POTATO VODKA	VODKA-IMPORTED	1.75L	28.74	
088076180765	SINGLETON	SINGLE MALT 18 YR	WHIS-SCOTCH	.750L	127.64	7
08807618076	SINGLETON	SINGLE MALT 18 YR	WHIS-SCOTCH	.750L	127.64	7
088004032722	BLACK & WHITE	SCOTCH WHISKY	WHIS-SCOTCH	1.75L	29.89	15
08800403272	BLACK & WHITE	SCOTCH WHISKY	WHIS-SCOTCH	1.75L	29.89	15
85698100016	RON BARCELO	GRAN ANEJO	RUM-IMPORTED	1.75L	35.64	13
472213A	PATRON ROCA	ANEJO	TEQUILA	375ml	41.39	
472213R	PATRON ROCA	REPOSADO	TEQUILA	375ml	36.79	
472213S	PATRON ROCA	SILVER	TEQUILA	375ml	29.89	
72173300308	PATRON ROCA	SILVER	TEQUILA	375ml	29.89	
89123600104	REGATA	GINGER BEER	SODAS	8oz	8.04	
89123600118	REGATA	GINGER BEER	SODAS	8oz	8.04	
08469241790	CROGNOLO	TOSCANA	WINE-ITALY-TOSCANA	.750L	22.99	2
08722901288	PECHE DE VIGNE	PEACH LIQUEUR	LIQUOR-MISC	.750L	22.99	4
89819500127	FEVER-TREE	GINGER BEER	MIXERS	200ml	6.89	12
89819500126	FEVER-TREE	GINGER BEER	MIXERS	200ml	6.89	12
89819500113	FEVER-TREE	CLUB SODA	MIXERS	200ml	6.89	8
89819500112	FEVER-TREE	CLUB SODA	MIXERS	200ml	6.89	8
89819500101	FEVER-TREE	TONIC WATER	MIXERS	200ml	6.89	12
89819500100	FEVER-TREE	TONIC WATER	MIXERS	200ml	6.89	12
89819500148	FEVER-TREE	CLUB SODA	MIXERS	500ml	3.44	10
89819500134	FEVER-TREE	TONIC WATER	MIXERS	500ml	3.44	
89819500142	FEVER-TREE	GINGER BEER	MIXERS	500ml	3.44	4
088004019761	WHEATLEY	VODKA	VODKA-AMERICAN	750ml	17.24	12
08800401976	WHEATLEY	VODKA	VODKA-AMERICAN	750ml	17.24	12
0825360	CIROC	MANGO	VODKA-IMPORTED	50ml	4.59	
825360	CIROC	MANGO	VODKA-IMPORTED	50ml	4.59	
08807618068	CIROC	MANGO	VODKA-IMPORTED	375ml	18.39	
08678530301	RAVO	VODKA	VODKA-IMPORTED	750ml	24.14	
08068693842	EFFEN	APPLE	VODKA-IMPORTED	750ML	22.99	
03938300786	CROP ORGANIC	VODKA	VODKA-IMPORTED	750ml	25.29	
120CARMEN	SANTA RITA 120	CARMENERE	WINE-CHILE	750ML	9.19	
08678547009	SANTA RITA 120	CARMENERE	WINE-CHILE	750ML	9.19	
VPOM	VINA POMAL	CRIANZA	WINE-SPAIN	750ml	6.89	
09479111521	VINA POMAL	CRIANZA	WINE-SPAIN	750ml	6.89	
81153801358	BOODLES	MULBERRY	GIN-IMPORTED	750ml	27.59	1
85322200600	MALFY GIN	CON LIMONE	GIN-IMPORTED	750ml	28.74	
08567656380	CALYPSO	SPICED	RUM-IMPORTED	750ml	10.34	6
8903550119	FRAPPA CHATA	ICED COFFEE	READY TO DRINK	1.75L	24.14	
08066062099	99 BANANAS	BANANA 99 PROOF	LIQUOR-MISC	50ml	1.07	114
08066001070	99 BANANAS	PINEAPPLES 99 PROOF	LIQUOR-MISC	50ml	1.07	
08900099104	99 BANANAS	WATERMELON 99 PROOF	LIQUOR-MISC	50ml	1.07	
8.11751E+11	STOLICHNAYA	GLUTEN FREE	VODKA-IMPORTED	1.75L	32.19	
81175102158	STOLICHNAYA	GLUTEN FREE	VODKA-IMPORTED	1.75L	32.19	
81175102000	STOLICHNAYA	VODKA	VODKA-IMPORTED	750ML	20.69	8
81175102165	STOLICHNAYA	VODKA	VODKA-IMPORTED	750ML	20.69	8
81175102311	STOLICHNAYA	VODKA	VODKA-IMPORTED	750ML	20.69	8
81175102222	STOLICHNAYA	VODKA	VODKA-IMPORTED	750ML	20.69	8
81175102375	STOLICHNAYA	VODKA	VODKA-IMPORTED	750ML	20.69	8
81175102156	STOLICHNAYA	GLUTEN FREE	VODKA-IMPORTED	750ML	24.14	
81175102178	STOLICHNAYA CRUSHED	PINEAPPLE	VODKA-IMPORTED	750ml	18.39	
81175102182	STOLICHNAYA CRUSHED	RUBY RED	VODKA-IMPORTED	750ml	18.39	
81175102181	STOLICHNAYA CRUSHED	MANGO	VODKA-IMPORTED	50ml	1.07	
81175102241	STOLICHNAYA CRUSHED	MANGO	VODKA-IMPORTED	50ml	1.07	
81175102185	STOLICHNAYA CRUSHED	RUBY RED	VODKA-IMPORTED	50ml	1.07	
SKYPEACH	SKYY	PEACH	VODKA-AMERICAN	1.75L	22.99	
69901300095	RON ZACAPA CENTENARIO	NEGRA SOLERA	RUM-IMPORTED	.750L	80.49	1
18086500002	KRUGY	CREAM	CORDIALS-IMPORTED	50ml	4.59	18
18086500001	KRUGY	CREAM	CORDIALS-IMPORTED	50ml	4.59	18
04095117511	ST SUPERY N VALLEY	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	43.69	
83522901027	ABSOLUT	LIME	VODKA-IMPORTED	750ML	24.14	7
86666700000	TOAST	VODKA COCO	VODKA-IMPORTED	750ml	22.99	2
08735651012	CLOS DU BOIS NORTH COAST	CHARDONNAY	WINE-CAL CABERNET SAVIGNON	750ML	11.49	
08043240078	MARTELL	VS SINGLE DISTILLERY	COGNAC	375ml	21.84	
08043240077	MARTELL	VS SINGLE DISTILLERY	COGNAC	200ml	12.64	
08800402665	SOUTHERN COMFORT	80 PROOF	WHIS-AMERICAN	750ML	19.54	
08800402664	SOUTHERN COMFORT	80 PROOF	WHIS-AMERICAN	750ML	19.54	
08800402455	SOUTHERN COMFORT	80 PROOF	WHIS-AMERICAN	750ML	19.54	
08800402668	SOUTHERN COMFORT	80 PROOF	WHIS-AMERICAN	200ML	6.89	13
08800402667	SOUTHERN COMFORT	80 PROOF	WHIS-AMERICAN	375ML	10.34	2
08800402670	SOUTHERN COMFORT	80 PROOF	WHIS-AMERICAN	50ml	1.07	
89723000200	MEDEA	VODKA	VODKA-IMPORTED	750ml	32.14	2
09674902137	EVAN WILLIAMS WHITE	BRBN BTL IN BOND 100	WHIS-AMERICAN	750ML	22.99	3
09674914132	EVAN WILLIAMS 1783	SMALL BATCH	WHIS-AMERICAN	750ML	24.14	
09674900298	EVAN WILLIAMS 1783	SMALL BATCH	WHIS-AMERICAN	750ML	24.14	
09674920056	HENRY MCKENNA	SINGLE BARREL 10 YRS	WHIS-AMERICAN	750ml	91.99	4
09674903155	LARCENY	VS SMALL BATCH 92 PF	WHIS-AMERICAN	750ml	34.49	
66957601934	DUCKHORN	CABERNET SAUVIGNON	WINE-CAL MERLOT	.750L	86.24	4
85639700303	ANATOMY N1 NAPA	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	32.19	
08366487245	TULLAMORE DEW	IRISH WHISKY	WHIS-IRISH	50ml	2.15	
08689108180	GORETTI SAGRANTINO	RED WINE  2007	WINE-ITALY	750ml	20.69	
85283210518	PERRIER JOUET	BLANSON ROSE	SPARK WINE-IMPORTED	.750L	88.54	6
01098601034	PERRIER JOUET	BLANSON ROSE	SPARK WINE-IMPORTED	.750L	88.54	6
08427997763	RISATA	MOSCATO D' ASTI	SPARK WINE-IMPORTED	750ml	17.24	6
08427998343	KINKY	PINK	LIQUOR-MISC	750ml	19.54	
08427999671	KINKY	GREEN	LIQUOR-MISC	750ml	19.54	
08427998597	KINKY	PINK	LIQUOR-MISC	50ml	1.07	
KKYG50	KINKY	GREEN	LIQUOR-MISC	50ml	1.07	
08427999668	KINKY	GREEN	LIQUOR-MISC	50ml	1.07	
08427999409	KINKY	GREEN	LIQUOR-MISC	50ml	1.07	
HT175	HARTLEY	VSOP	BRANDY-IMPORTED	1.75L	21.84	
08066058251	HARTLEY	VSOP	BRANDY-IMPORTED	1.75L	21.84	
89819500136	FEVER-TREE	GINGER ALE	MIXERS	500ml	3.44	6
89819500109	FEVER-TREE	GINGER ALE	MIXERS	200ml	6.89	9
89819500108	FEVER-TREE	GINGER ALE	MIXERS	200ml	6.89	9
08954046308	MALIBU	MANGO	RUM-IMPORTED	.750L	20.69	
BB375	BULLEIT	BOURBON	WHIS-AMERICAN	375ml	20.69	5
08700000412	BULLEIT	BOURBON	WHIS-AMERICAN	375ml	20.69	5
HB375	HENNESSY	BLACK	COGNAC	375ml	29.89	
08175381697	HENNESSY	BLACK	COGNAC	375ml	29.89	
85046100153	NINER	RED BLEND	WINE-CAL RED BLEND	750ml	19.54	2
85217600333	XICARU	MEZCAL BLANCO JOVEN	TEQUILA	750ml	34.49	6
81613602192	XICARU	MEZCAL BLANCO JOVEN	TEQUILA	750ml	34.49	6
85164500634	XICARU	MEZCAL REPOSADO	TEQUILA	750ml	37.94	6
08500002490	APOTHIC	INFERNO	WINE-CAL WHITE BLEND	.750L	18.39	
60283165140	REVOLUCION	TEQUILA SILVER	TEQUILA	750ml	48.29	
60283175140	REVOLUCION	TEQUILA REPOSADO	TEQUILA	750ml	52.89	
60283185140	REVOLUCION	TEQUILA ANEJO	TEQUILA	750ml	57.49	
08600306192	ROBERT MONDAVI OAKVILLE	CABERNET SAVIGNON	WINE-CAL CABERNET SAVIGNON	750ML	86.24	
85989900437	FINCA TERRERAZO	VINO DE PAGO	WINE-SPAIN	750ml	31.04	
08678547023	SANTA RITA RSV	CARMENERE	WINE-CHILE	750ML	13.79	
08308542013	RUFFINO	ROSE	SPARK WINE-IMPORTED	750ml	17.24	
08308590408	RUFFINO	PROSECO	SPARK WINE-IMPORTED	750ml	16.09	
03938300630	SANTA MARINA	PINOT GRIGIO	WINE-ITALY-PINOT GRIGIO	750ml	9.19	
08200000104	SMIRNOFF	GREEN APPLE	VODKA-IMPORTED	750ML	13.79	15
08832034103	REAL SANGRIA	SANGRIA	WINE-SPAIN	750ml	8.04	5
0393830100	SANTA MARINA	PROSECCO	SPARK WINE-IMPORTED	750ml	11.49	
03938301006	SANTA MARINA	PROSECCO	SPARK WINE-IMPORTED	750ml	11.49	
08130800413	LOVE MOIR	RED	WINE-CAL RED BLEND	750ml	13.79	
63289712025	TORRESELLA	PINOT GRIGIO	WINE-ITALY	750ml	14.94	4
63298712025	TORRESELLA	PINOT GRIGIO	WINE-ITALY	750ml	14.94	4
SSTRAB	SMIRNOFF	STRAWBERRY	VODKA-AMERICAN	750ML	13.79	
08200072934	SMIRNOFF	STRAWBERRY	VODKA-AMERICAN	750ML	13.79	
08200077154	CROWN ROYAL	APPLE	WHIS-CANADIAN	200ML	11.49	
491820	COCA COLA	8FL OZ CRISTAL	SODAS	8oz	2.52	17
04900000463	COCA COLA	MEXICO BOTELLA	SODAS	12oz	3.21	9
85982400130	CEDAR RIDGE	BOURBON WHISKEY	WHIS-AMERICAN	750ml	43.69	
85982400158	CEDAR RIDGE	MALTED RYE WHISKEY	WHIS-AMERICAN	750ml	45.99	
85982400131	CEDAR RIDGE	SINGLE MALT WHISKEY	WHIS-AMERICAN	750ml	55.19	4
9.34386E+12	TROMBA	ANEJO TEQUILA	TEQUILA	750ml	50.59	
08775201865	VODA	VODKA	VODKA-AMERICAN	.750L	9.19	
08775201863	VODA	VODKA	VODKA-AMERICAN	1.75L	18.39	3
08775201866	VODA	VODKA	VODKA-AMERICAN	375ML	4.84	
08775201867	VODA	VODKA	VODKA-AMERICAN	200ML	2.69	
08500002647	BAREFOOT	ROSE	WINE-CAL MERLOT	1.5L	14.94	
VROJO	RED CUPS	RED CUPS 16OZ	MISC	16oz	1.07	400
071	RED CUPS	RED CUPS 16OZ	MISC	16oz	1.07	400
075	RED CUPS	RED CUPS 16OZ	MISC	16oz	1.07	400
08678511073	ROSCATO	ROSSO DOLCE	WINE-ITALY	750ml	13.79	18
08678521300	ROSCATO	MOSCATO	WINE-ITALY	750ml	13.79	
08678521246	ROSCATO	ROSE DOLCE	WINE-ITALY	750ml	13.79	
09870908862	CATENA  ZAPATA	MALBEC	WINE-ARGENTINA	750ML	109.19	
366141	CHRISTIAN BROTHERS	VS  PEACH	BRANDY-AMERICAN	750ML	16.09	
09674900069	CHRISTIAN BROTHERS	VS  PEACH	BRANDY-AMERICAN	750ML	16.09	
10354	CHRISTIAN BROTHERS	VS  HONEY	BRANDY-AMERICAN	750ML	16.09	
08603686277	CHRISTIAN BROTHERS	VS  HONEY	BRANDY-AMERICAN	750ML	16.09	
08112800211	GLENDRONACH	12 YR SINGLE MALT	WHIS-SCOTCH	750ml	78.19	3
5.0604E+12	BENRIACH 10 YRS	SINGLE MALT	WHIS-SCOTCH	750ml	57.49	
08112800205	BENRIACH 10 YRS	CURIOSITAS	WHIS-SCOTCH	750ml	60.94	
08091503919	BOLS	TRIPLESEC	CORDIALS-IMPORTED	750ml	9.19	
750BLUE	BOLS	BLUE CURACAO	CORDIALS-IMPORTED	750ml	11.49	
08091503744	BOLS	BLUE CURACAO	CORDIALS-IMPORTED	750ml	11.49	
750ORANGE	BOLS	ORANGE	CORDIALS-IMPORTED	750ml	11.49	1
750PEACH	BOLS	PEACH SNAAP	CORDIALS-IMPORTED	750ml	12.64	2
08091503786	BOLS	PEACH SNAAP	CORDIALS-IMPORTED	750ml	12.64	2
750WATERM	BOLS	WATERMELON	CORDIALS-IMPORTED	750ml	11.49	
08091512180	BOLS	WATERMELON	CORDIALS-IMPORTED	750ml	11.49	
08764711322	SHACKLETON	SCOTCH MALT	WHIS-SCOTCH	750ml	34.49	1
KIKO	KIKORI	WHISKEY	WHIS-JAPANESE	750ml	56.34	
85136200600	KIKORI	WHISKEY	WHIS-JAPANESE	750ml	56.34	
BOOT	TEXANO BOOT	REPOSADO	TEQUILA	750ml	80.49	
7.503E+12	TEXANO BOOT	REPOSADO	TEQUILA	750ml	80.49	
4.90423E+11	NIKKA TAKETSURU	PURE MALT 17YRS	WHIS-JAPANESE	.750L	574.99	
4.90423E+12	NIKKA TAKETSURU	PURE MALT 17YRS	WHIS-JAPANESE	.750L	574.99	
81175102129	STOLICHNAYA	ELIT	VODKA-IMPORTED	375ml	26.44	
283612	MARLBORO	MENTHOL	CIGARETTES	PACK	13.1	18
8.55165E+11	MEIOMI	CHARDONNAY	WINE-CAL CHARDONNAY	.750L	20.69	
85516500577	MEIOMI	CHARDONNAY	WINE-CAL CHARDONNAY	.750L	20.69	
8.57744E+11	JOSH CELLARS	CHARDONNAY	WINE-CAL CHARDONNAY	750ml	16.09	
85774400132	JOSH CELLARS	CHARDONNAY	WINE-CAL CHARDONNAY	750ml	16.09	
08500002159	WILLIAM HILL	CHARDONNAY	WINE-CAL CHARDONNAY	750ml	16.09	
8.76153E+11	CASTELLO DEL POGGIO	MOSCATO D ASTI	WINE-ITALY-CHARDONNAY	.750L	16.09	
87615300028	CASTELLO DEL POGGIO	MOSCATO D ASTI	WINE-ITALY-CHARDONNAY	.750L	16.09	
7.1091E+11	MER SOLEIL	CHARDONNAY RESERVE	WINE-CAL CHARDONNAY	750ml	22.99	
71090971010	MER SOLEIL	CHARDONNAY RESERVE	WINE-CAL CHARDONNAY	750ml	22.99	
71090972	MER SOLEIL	PINOT NOIR RESERVE	WINE-CAL PINOT NOIR	750ml	20.69	
71090974010	MER SOLEIL	PINOT NOIR RESERVE	WINE-CAL PINOT NOIR	750ml	20.69	
086003124035	MILESTONE	CHARDONNAY	WINE-CAL CHARDONNAY	750ml	9.19	
08600312403	MILESTONE	CHARDONNAY	WINE-CAL CHARDONNAY	750ml	9.19	
086003841857	WOODBRIDGE	WHITE ZINFANDEL	WINE-CAL WHITE ZINFANDEL	750ml	6.89	
086003001640	WOODBRIDGE	PINOT GRIGIO	WINE-CAL PINOT GRIGGIO	750ml	6.89	
083085904098	RUFFINO	MOSCATO D' ASTI	WINE-ITALY	750ml	13.79	
08308590409	RUFFINO	MOSCATO D' ASTI	WINE-ITALY	750ml	13.79	
083085300586	ESTANCIA	CHARDONNAY	WINE-CAL CHARDONNAY	.750L	13.79	
8.11751E+11	HACIENDA DE ARINZANO	CHARDONNAY	WINE-SPAIN	750ml	17.24	
08308522026	ROBERT MONDAVI	MAESTRO	WINE-CAL RED BLEND	750ml	43.69	
08689107150	CHIMNEY ROCK	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	129.94	
08678547027	SANTA RITA TRIPLE C	RED BLEND	WINE-CHILE	750ml	45.99	1
08130800442	IMAGERY	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	18.39	
08130800443	IMAGERY	PINOT NOIR	WINE-CAL PINOT NOIR	750ml	18.39	1
08130800441	IMAGERY	CHARDONNAY	WINE-CAL CHARDONNAY	750ml	14.94	
08130800132	CUPCAKE	PROSECCO	SPARK WINE-IMPORTED	750ml	13.79	
08130800133	CUPCAKE	MOSCATO D' ASTI	SPARK WINE-IMPORTED	750ml	14.94	
08130800107	CUPCAKE	RIESLING	WINE-CAL RIELSING	750ml	11.49	
08130800300	CUPCAKE	MOSCATO	WINE-CAL CHARDONNAY	750ml	11.49	
08130800125	CUPCAKE	RED VELVET	WINE-CAL RED BLEND	750ml	11.49	
08130800028	CUPCAKE	MERLOT	WINE-CAL MERLOT	750ml	11.49	
08130859187	CUPCAKE	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	11.49	2
08469250654	TAITTINGER ROSE	PRESTIGE ROSE BRUT	SPARK WINE-IMPORTED	750ml	80.49	2
08469242634	THE SEEKER	CABERNET SAUVIGNON	WINE-CHILE	750ml	16.09	
08308530096	ESTANCIA	MERLOT	WINE-CAL MERLOT	750ML	12.64	
08600300049	WOODBRIDGE	MERLOT	WINE-CAL MERLOT	750ml	6.89	
08600300008	WOODBRIDGE	CHARDONNAY	WINE-CAL CHARDONNAY	750ml	6.89	
08600382046	WOODBRIDGE	RED BLEND	WINE-CAL RED BLEND	750ml	6.89	
08600382044	WOODBRIDGE	RED BLEND	WINE-CAL RED BLEND	1.5LT	13.79	
08600300340	WOODBRIDGE	PINOT NOIR	WINE-CAL PINOT NOIR	1.5LT	13.79	
08600300339	WOODBRIDGE	PINOT NOIR	WINE-CAL PINOT NOIR	750ml	6.89	
08678521248	CAVIT	RED BLEND	WINE-ITALY	1.5L	17.24	
08841578701	SIMI	MERLOT	WINE-CAL MERLOT	750ML	29.89	
08224201224	MODERN HOUSE	RED BLEND	WINE-CAL RED BLEND	750ml	6.89	
328073	JOSH CELLARS	MERLOT	WINE-CAL MERLOT	750ml	17.24	13
85774401115	JOSH CELLARS	MERLOT	WINE-CAL MERLOT	750ml	17.24	13
08735644212	CLOS DU BOIS	PINOT NOIR	WINE-CAL PINOT NOIR	750ML	12.64	
08600312400	MILESTONE	RED BLEND	WINE-CAL RED BLEND	750ml	14.94	
81248500104	JEAN LEON	MERLOT	WINE-SPAIN	750ml	6.89	
08308590302	RUFFINO	CHIANTI	WINE-ITALY-CHIANTI CLASSICO	.750L	11.49	
81153801809	SEXTON SINGLE MALT	IRISH WHISKEY	WHIS-IRISH	750ml	32.19	14
81884402071	SEXTON SINGLE MALT	IRISH WHISKEY	WHIS-IRISH	750ml	32.19	14
7.50033E+12	BARON	TEQUILA PLATINUM	TEQUILA	750ml	36.79	
78852890314	WILLIAM WOLF	BOURBON	WHIS-AMERICAN	750ml	39.09	1
085672400631	CASAMIGOS	ANEJO	TEQUILA	750ml	66.69	6
85672400601	CASAMIGOS	ANEJO	TEQUILA	750ml	66.69	6
08807618624	CASAMIGOS	ANEJO	TEQUILA	750ml	66.69	6
08469240934	THE SEEKER	CHARDONNAY	WINE-CAL CHARDONNAY	750ml	16.09	
08366487344	HENDRICK'S	GIN	GIN-IMPORTED	375ml	19.54	
85550000608	BLACK COTTAGE	SAUVIGNON BLANC	WINE-CAL SAUVIGNON BLANC	750ml	16.09	
67792500014	LA MAIA LINA	GERTRUDE TOSCANA	WINE-ITALY	750ml	12.64	4
DXO	D'USSE	XO	COGNAC	750ml	229.99	
08048000294	D'USSE	XO	COGNAC	750ml	229.99	
08273434404	TRIVENTO RSV	MALBEC	WINE-ARGENTINA	750ml	12.64	
08273434124	TRIVENTO RSV	MALBEC	WINE-ARGENTINA	750ml	12.64	
89949800017	DARIOUSH NAPA	CAVERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	91.99	
08043290052	SANDEMAN RUBY	PORT	PORT-IMPORTED	.750L	20.69	
7.98155E+11	BODEGA IACCARINI	BONARDA 2012	WINE-ARGENTINA	750ml	8.04	
7.79816E+12	BODEGA IACCARINI	BONARDA 2012	WINE-ARGENTINA	750ml	8.04	
09674908625	ADMIRAL NELSON	SPICED RUM	RUM-IMPORTED	750ml	8.04	
81206602178	HIGHLAND PARK	VALKYRIE	WHIS-SCOTCH	.750L	80.49	
81206602195	HIGHLAND PARK	MAGNUS	WHIS-SCOTCH	.750L	40.24	
08711601910	PRAIRIE	VODKA	VODKA-AMERICAN	1.75L	34.49	
08112800173	OLD FORESTER	STATESMAN	WHIS-AMERICAN	750ml	63.24	
08112800115	OLD FORESTER 1920	BOURBON	WHIS-AMERICAN	750ml	66.69	1
08043250012	JAMESON	IRISH WHISKY	WHIS-IRISH	200ml	11.49	12
81153801751	THREE OLIVES	LUCKY	VODKA-IMPORTED	750ML	19.54	3
70967314920	HIP FLASK	STAINLESS STEEL		UNIT	5.74	
08048000616	ABERFELDY	16 YRS	WHIS-SCOTCH	750ml	123.04	
08723695037	MOUNT GAY	1703	RUM-IMPORTED	750ml	158.69	
08723695070	MOUNT GAY	1703	RUM-IMPORTED	750ml	158.69	
WLPET	WESLAND PEATED	SINGLE MALT	WHIS-SCOTCH	750ml	86.24	
85541000308	WESLAND PEATED	SINGLE MALT	WHIS-SCOTCH	750ml	86.24	
WLACHER	WESLAND SHERRY WOOD	SINGLE MALT	WHIS-SCOTCH	750ml	86.24	
85541000309	WESLAND SHERRY WOOD	SINGLE MALT	WHIS-SCOTCH	750ml	86.24	
WELAMER	WESLAND AMERICAN OAK	SINGLE MALT	WHIS-SCOTCH	750ml	73.59	
85541000302	WESLAND AMERICAN OAK	SINGLE MALT	WHIS-SCOTCH	750ml	73.59	
08723670048	THE BOTANIST	ILAY DRY GIN	GIN-AMERICAN	1.75L	80.49	2
85896400647	WHISTLEPIG BOSS HOG	RYE IX SIREN	WHIS-CANADIAN	750ml	1149.99	
85896400685	WHISTLEPIG BOSS HOG	RYE IX SIREN	WHIS-CANADIAN	750ml	1149.99	
8091503642	BOLS	MENTA GREEN	CORDIALS-IMPORTED	750ml	11.49	
74021612609	BR COHN SILVER	CABERNET SAVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	25.29	
71596208111	FROG S LEAP NV	SAUVIGNON BLANC	WINE-CAL CHARDONNAY	750ml	14.94	
81206602175	MACALLAN DOUBLE CASK	12 YR - DOUBLE CASK	WHIS-SCOTCH	1.75L	206.99	
08723695014	MOUNT GAY ECLIPSE	XO RESERVE CASK	RUM-IMPORTED	750ML	57.49	3
08800419018	PEYCHAUD COCKTAIL BITTERS	BITTERS	MIXERS	5 OZ	8.04	
74460700372	HERRADURA	ULTRA ANEJO	TEQUILA	750ML	68.99	1
KEN	KENTUCKY OWL 11 YR	RYE BATCH #1	WHIS-AMERICAN	750ml	459.99	
85736100701	KENTUCKY OWL 11 YR	RYE BATCH #1	WHIS-AMERICAN	750ml	459.99	
08068683906	SAUZA BLUE SILVER	TEQUILA 100% AGAVE	TEQUILA	1.75L	37.94	
175FRAN	FRANGELICO	LIQUEUR	CORDIALS-IMPORTED	1.75L	42.54	
72105998175	FRANGELICO	LIQUEUR	CORDIALS-IMPORTED	1.75L	42.54	
TYCUCU	TY-KU	SAKE CUCUMBER	SAKE	720ml	20.69	
85705000502	TY-KU	SAKE CUCUMBER	SAKE	720ml	20.69	
1088501005	VEUVE DE VERNAY	BRUT	SPARK WINE-IMPORTED	750ml	13.79	11
81088501005	VEUVE DE VERNAY	BRUT	SPARK WINE-IMPORTED	750ml	13.79	11
1088501007	VEUVE DE VERNAY	BRUT ROSE	SPARK WINE-IMPORTED	750ml	14.94	12
81088501007	VEUVE DE VERNAY	BRUT ROSE	SPARK WINE-IMPORTED	750ml	14.94	12
ICER	VEUVE DE VERNAY	ICE ROSE	SPARK WINE-IMPORTED	750ml	16.09	13
81088501122	VEUVE DE VERNAY	ICE ROSE	SPARK WINE-IMPORTED	750ml	16.09	13
81088501208	VEUVE DE VERNAY	ICE ROSE	SPARK WINE-IMPORTED	750ml	16.09	13
08051614124	SARTORI	AMARONE	WINE-ITALY-AMARONE	750ml	68.99	
86139600010	SILVER TOTEN	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ml	14.94	
07480600050	DAILYS	GRENADINE SYRUP	MIXERS	1.0L	5.05	
07480600047	DAILYS	BLOODY MARY MIX ORIGI	MIXERS	1.0L	5.05	
07480600046	DAILYS	TRIPLE SEC SYRUP	MIXERS	1.0L	5.74	
07480600212	DAILYS	MOJITO MIX	MIXERS	1.0L	5.05	
07480600060	DAILYS	PINA COLADA	MIXERS	1.0L	5.05	
07480600051	DAILYS	STRABERRY MIX	MIXERS	1.0L	5.16	
07480600106	DAILYS	STRABERRY MIX	MIXERS	1.0L	5.16	
07480600058	DAILYS	MARGARITA MIX	MIXERS	1.0L	5.05	
09838260258	WINE GLASSES	8 PC 5.5 OZ	MISC	UNIT	4.59	
09838260248	CHAMPAGNE GLASSES	8 PC 5.5 OZ	MISC	UNIT	4.59	
87671800757	2 BOTTLE WINE BOX	MILANO 2BTL WINE BOX	MISC	UNIT	34.49	
87671803306	WAITERS CORKSCREW	FOIL CUTTER + BTL OPE	MISC	UNIT	8.61	
44480039226	WAITERS CORKSCREW	FOIL CUTTER + BTL OPE	MISC	UNIT	8.61	
87671802937	HOT SHOTS 8PK	8 SHOT GLASSES 1.5 OZ	MISC	UNIT	6.89	62
87671803155	SANTAS BELT WINE BAG	2BTL WINE BAG	MISC	UNIT	5.74	
87671803191	BLACK & PINK WINE BAG	WINE BAG	MISC	UNIT	3.44	
87671804731	POP THE BUBBLY	WINE BAG	MISC	UNIT	2.98	
87671802399	CELEBRATION ASSORTMENT	WINE BAG	MISC	UNIT	4.59	
87671803744	SCREW IT	WINE BAG	MISC	UNIT	2.86	
DLJ	DAILYS	LIME JUICE	MIXERS	1.0L	5.74	
07480600049	DAILYS	LIME JUICE	MIXERS	1.0L	5.74	
DS&S	DAILYS	SWEET & SOUR	MIXERS	1.0L	5.05	
07480600059	DAILYS	SWEET & SOUR	MIXERS	1.0L	5.05	
